date,open,high,low,close,rate-day,rate-week,rate-month,rate-3month,rate-6month,rate-12month,5-high,5-low,5-average,20-high,20-low,20-average,60-high,60-low,60-average,120-high,120-low,120-average,52week-high,52week-low,52week-average ,ADX, RSI,MACD_12_ 26,9avg_MACD,oscillator,bollbandT,bollbandB,stochastic,ÀÌ°Ýµµ,¿ª»çÀûº¯µ¿¼º,A ratio,B ratio,BWI,close
2006-08-17,37679.38,38022.17,37401.67,37558.89,-0.32,0.55,7.72,-1.91,-2.25,37,37677.8,36556.87,37206.78,37847.88,35510.4,37086.57,38629.71,32847.6,36191.78,41979.29,32847.6,37453.04,41979.29,26644,34800.42,38.38847055,0.591667425,644.7794231,640.536802,4.242621083,38232.09598,35941.04002,0.876366857,96.5148018,0.163390016,162.7572592,164.2260403,0.061775896,37558.89
2006-08-18,37558.95,37588.67,37178.15,37551.71,-0.02,1.64,6.89,-0.68,-2.26,39.6,37677.8,36556.87,37328.24,37847.88,36224.39,37188.63,38629.71,32847.6,36191.49,41979.29,32847.6,37444.22,41979.29,26644,34842.53,37.535483,0.628831153,581.5378846,656.3874786,-74.84959402,38077.9641,36299.3029,0.817572021,96.91181837,0.157808336,162.6024008,164.0993432,0.047828087,37551.71
2006-08-21,37549.85,37549.85,37139.03,37164.05,-1.03,1.66,4.66,-1.51,-2.63,39.48,37677.8,37164.05,37449.68,37847.88,36556.87,37235.62,38145.14,32847.6,36167.07,41979.29,32847.6,37432.16,41979.29,26712,34884.11,42.04477535,0.609500233,487.8260897,643.5243234,-155.6982336,38001.12399,36470.10901,0.47031394,97.19897548,0.150764176,134.3082325,134.7555216,0.04111695,37164.05
2006-08-22,37160.99,37255.43,36510.72,36677.51,-1.31,-1.66,3.29,0.49,-4.1,34.54,37677.8,36677.51,37325.99,37847.88,36556.87,37235.45,37942.18,32847.6,36142.61,41979.29,32847.6,37411.33,41979.29,26712,34921.33,43.69239164,0.57152733,320.6333333,602.0608262,-281.4274929,38001.46478,36469.43722,0.093446217,97.38409275,0.152916292,116.3907877,116.7215855,0.041144327,36677.51
2006-08-23,36674.98,36689.91,35515.68,35515.68,-3.17,-5.74,0.01,-1.65,-7.52,32.67,37558.89,35515.68,36893.57,37847.88,35515.68,37181.52,37942.18,32847.6,36127.66,41979.29,32847.6,37381.24,41979.29,26712,34955.9,42.2723232,0.532195268,123.993141,536.6872792,-412.6941382,38235.39085,36127.64915,0,97.43809156,0.190669479,95.1577137,95.33449964,0.056687884,35515.68
2006-08-24,35514.05,35872.19,35122.96,35797.26,0.79,-4.69,-1.18,0.01,-7.29,34.01,37551.71,35515.68,36541.24,37847.88,35515.68,37127,37942.18,32847.6,36115.45,41979.29,32847.6,37352.55,41979.29,27095,34991.81,41.76079283,0.513765556,11.7350641,457.3564031,-445.621339,38344.92977,35909.06523,0.120735786,97.49552718,0.190611574,87.3974531,87.49889971,0.065608983,35797.26
2006-08-25,35795.4,36128.42,35586.26,35957.52,0.45,-4.25,-1.97,-4.29,-6.87,31.22,37164.05,35515.68,36222.4,37847.88,35515.68,37055.82,37942.18,32847.6,36085.67,41979.29,32847.6,37332.58,41979.29,27095,35025.62,37.59734811,0.467857993,-100.6551923,370.5450285,-471.2002208,38373.5358,35738.1062,0.18945202,97.51634918,0.184047693,80.99211298,81.09607958,0.071120529,35957.52
2006-08-28,35957.56,36389.02,35649.32,36374.51,1.16,-2.12,-2.69,-5.84,-5.79,34.25,36677.51,35515.68,36064.5,37847.88,35515.68,37020.69,37847.88,32847.6,36059.54,41979.29,32847.6,37323.85,41979.29,27385,35062.3,35.85560609,0.456124815,-215.494359,276.6990313,-492.1933903,38373.02309,35668.35791,0.368248864,97.63976118,0.188405828,86.85733498,86.9723628,0.073058205,36374.51
2006-08-29,36383.58,36616.66,36013.01,36303.67,-0.19,-1.02,-2.88,-4.83,-5.97,32.57,36374.51,35515.68,35989.73,37847.88,35515.68,36993.91,37847.88,32847.6,36052.27,41979.29,32847.6,37315.64,41979.29,27604,35097.55,35.59116326,0.477706622,-271.9402564,175.8239031,-447.7641595,38382.10641,35605.71159,0.33787411,97.78581467,0.187354217,92.35468893,92.73258932,0.075050053,36303.67
2006-08-30,36303.33,36520,36124.78,36313.43,0.03,2.25,-2.86,-0.27,-5.95,31.55,36374.51,35797.26,36149.28,37847.88,35515.68,36944.76,37847.88,32847.6,36048.48,41979.29,32847.6,37315.65,41979.29,27962,35131.98,38.35089201,0.466814449,-278.0965385,73.28212963,-351.3786681,38357.25459,35532.26541,0.342059,97.86466043,0.181034138,84.08378672,84.33173516,0.076465219,36313.43
2006-08-31,36313.27,36606.25,36013.14,36232.21,-0.22,1.22,-2.28,-0.82,-6.16,29.19,36374.51,35957.52,36236.27,37847.88,35515.68,36883.81,37847.88,32847.6,36064.65,41979.29,32847.6,37310.16,41979.29,27962,35164.34,36.34970163,0.495419995,-352.8133333,-30.53467236,-322.278661,38309.4322,35458.1898,0.307233513,97.8607202,0.179896173,83.69782206,84.15870241,0.077303357,36232.21
2006-09-01,36232.22,37329.15,36232.22,37329.15,3.03,3.81,1.33,-1.1,-4.72,33.5,37329.15,36232.21,36510.59,37697.55,35515.68,36857.87,37847.88,32847.6,36096.17,41979.29,32847.6,37314.63,41979.29,28319,35201.36,36.56220479,0.571498933,-398.8459615,-129.0537892,-269.7921724,38227.41717,35488.33183,0.83115401,97.91657343,0.207851126,89.30486481,89.48437679,0.074314794,37329.15
2006-09-04,37330.4,37739.46,37286.53,37693.35,0.98,3.63,-0.41,-0.66,-3.94,33.1,37693.35,36232.21,36774.36,37693.35,35515.68,36857.66,37847.88,32847.6,36139.81,41979.29,32847.6,37315.89,41979.29,28344,35238.42,35.87593608,0.539538141,-399.6525,-209.0855484,-190.5669516,38226.66624,35488.66276,1,97.99353597,0.210616558,98.79060015,99.11805086,0.074285865,37693.35
2006-09-05,37693.35,37693.35,37271.12,37367.96,-0.86,2.93,-1.27,1.71,-4.77,31.01,37693.35,36232.21,36987.22,37693.35,35515.68,36846.04,37847.88,32847.6,36203.37,41979.29,32847.6,37308.59,41979.29,28344,35273.38,39.59801231,0.540614922,-426.1511538,-270.2126923,-155.9384615,38192.24539,35499.83561,0.85057883,98.04442199,0.212686549,89.55927255,89.81504848,0.073071889,37367.96
2006-09-06,37368.4,37368.4,36709.87,36709.87,-1.76,1.09,-3.01,0.46,-4.29,27.22,37693.35,36232.21,37066.51,37693.35,35515.68,36818.78,37847.88,32941.46,36267.74,41979.29,32847.6,37296.54,41979.29,28344,35304.43,40.13865748,0.494236859,-459.0214103,-322.5189672,-136.502443,38152.12382,35485.43218,0.54837969,98.00753413,0.219435083,79.75200676,79.96311685,0.072427489,36709.87
2006-09-07,37368.4,37368.4,36709.87,36709.87,-1.76,1.09,-3.01,0.46,-4.29,27.22,37693.35,36232.21,37066.51,37693.35,35515.68,36818.78,37847.88,32941.46,36267.74,41979.29,32847.6,37296.54,41979.29,28344,35304.43,46.20883439,0.46149547,-433.7655128,-359.5312251,-74.23428775,38128.62155,35508.93445,0.54837969,98.04974123,0.219097839,73.9195652,91.0652794,0.071150843,36709.87
2006-09-08,36705.39,36725.01,36494.79,36558.48,-0.41,-2.06,-2.77,3.16,-1.96,26.82,37693.35,36558.48,37131.76,37693.35,35515.68,36779.01,37847.88,33632.14,36328.03,41979.29,32847.6,37284.11,41979.29,28344,35334.98,42.40435241,0.48078282,-312.5305128,-370.3130199,57.78250712,38090.43716,35467.59084,0.478860433,97.99384578,0.216234592,74.7771148,92.55515623,0.071313666,36558.48
2006-09-11,36561.37,36561.37,35666.12,35772.48,-2.15,-5.1,-3.17,1.99,-3.03,22.06,37693.35,35772.48,36820.43,37693.35,35515.68,36720.42,37847.88,33632.14,36350.92,41979.29,32847.6,37263.86,41979.29,28344,35360.53,42.68810196,0.456596598,-234.7724359,-366.1832621,131.4108262,38103.30414,35337.52886,0.117924203,97.89702558,0.226434591,67.4292178,83.32211328,0.075319823,35772.48
2006-09-12,35777.16,36146.66,35626.01,36146.66,1.05,-3.27,-2.16,7.73,-2.02,24.28,37367.96,35772.48,36511.09,37693.35,35515.68,36699.91,37847.88,33632.14,36388.41,41979.29,32847.6,37253.43,41979.29,28344,35388.44,44.41205463,0.527867373,-159.3611538,-352.9904416,193.6292877,38078.9461,35320.8659,0.289750054,97.91009921,0.217005156,59.82045323,74.73764713,0.075152241,36146.66
2006-09-13,36146.66,36726.48,36033.8,36549.71,1.12,-0.44,-1.07,11.27,-0.66,26.59,36709.87,35772.48,36347.44,37693.35,35515.68,36662.6,37847.88,34316.77,36437.03,41979.29,32847.6,37242.59,41979.29,28344,35418.78,44.79671399,0.538804092,-104.3484615,-325.3832336,221.0347721,37957.91939,35367.27061,0.474833193,97.883691,0.217670181,61.90478636,76.95779857,0.070661904,36549.71
2006-09-14,36548.27,36680.16,36087.37,36153.09,-1.09,-1.52,-1.1,9.75,-3.7,24.45,36558.48,35772.48,36236.08,37693.35,35515.68,36586.36,37847.88,34316.77,36463.81,41979.29,32847.6,37231.58,41979.29,28344,35446.86,48.41219926,0.557337615,-74.51102564,-289.3460185,214.8349929,37816.78308,35355.93592,0.292702751,97.7638113,0.220149381,57.83717952,72.07317707,0.067261329,36153.09
2006-09-15,36153.6,36469.08,35878.06,36169.93,0.05,-1.06,-3.02,9.8,-5.42,23.17,36549.71,35772.48,36158.37,37693.35,35515.68,36516.91,37847.88,34375.73,36494.69,41979.29,32847.6,37219.86,41979.29,28344,35473.75,44.66179907,0.516912607,-40.9374359,-249.4887892,208.5513533,37661.22979,35372.59321,0.300435787,97.67307945,0.220228994,62.24310683,77.10124578,0.062673334,36169.93
2006-09-18,36168.07,36669.68,36133.77,36482.78,0.86,1.99,-2.85,6.06,-4.12,22.36,36549.71,36146.66,36300.43,37693.35,35515.68,36463.47,37847.88,34375.73,36525.05,41979.29,32847.6,37210.2,41979.29,28344,35500.1,44.79364449,0.479477114,-2.300833333,-202.3943091,200.0934758,37561.00041,35365.92959,0.444098509,97.59991773,0.220815256,72.06773416,88.69417171,0.060199183,36482.78
2006-09-19,36476.89,36486.92,35554.86,35885.68,-1.64,-0.72,-4.44,5.87,-5.69,19.32,36549.71,35885.68,36248.24,37693.35,35515.68,36399.55,37847.88,34375.73,36545.96,41979.29,32847.6,37203.56,41979.29,28344,35523.07,43.9073118,0.500021696,-96.775,-162.144708,65.36970798,37518.04936,35281.04364,0.169906368,97.48951342,0.223538074,68.45742714,84.03888212,0.061456967,35885.68
2006-09-20,35888.63,36069.15,34927.85,35196.59,-1.92,-3.7,-6.27,4.65,-7.87,17.09,36482.78,35196.59,35977.61,37693.35,35196.59,36325.5,37847.88,34834.64,36559.64,41979.29,32847.6,37184.44,41979.29,28344,35543.37,43.0150604,0.453967196,-224.0944872,-138.8479274,-85.24655983,37504.64444,35146.35656,0,97.35314196,0.20381834,72.44315065,89.0016489,0.064921002,35196.59
2006-09-21,35207.12,35331.76,34624.42,34830.07,-1.04,-3.66,-6.28,0.82,-6.87,12.95,36482.78,34830.07,35713.01,37693.35,34830.07,36291.22,37847.88,34830.07,36559.57,41979.29,32847.6,37159.88,41979.29,28344,35559.16,41.6666194,0.372200344,-326.0572436,-140.3508974,-185.7063462,37639.14702,34943.29298,0,97.3219163,0.204262619,67.64282675,83.62032077,0.074283919,34830.07
2006-09-22,34828.53,34896.93,34396.74,34798.8,-0.09,-3.79,-5.12,1.4,-8.06,13.43,36482.78,34798.8,35438.78,37693.35,34798.8,36241.3,37847.88,34798.8,36531.43,41979.29,32847.6,37133.61,41979.29,28344,35575.44,39.1821698,0.38363442,-379.1557692,-156.39349,-222.7622792,37748.11558,34734.47842,0,97.2472906,0.203123113,62.43853833,77.45585593,0.083154782,34798.8
2006-09-25,34802.89,35054.44,34127.48,34972.73,0.5,-4.14,-2.74,0.9,-6.93,11.76,35885.68,34798.8,35136.77,37693.35,34798.8,36192.06,37847.88,34798.8,36503.8,41979.29,32847.6,37102.41,41979.29,28344,35589.98,33.32423471,0.357939302,-424.7258974,-185.8784615,-238.8474359,37806.70204,34577.41296,0.060088788,97.16917864,0.198813009,57.53583873,71.49330592,0.089226457,34972.73
2006-09-26,34972.14,35826.6,34972.14,35818.96,2.42,-0.19,-0.39,3.43,-4.68,15.02,35818.96,34798.8,35123.43,37693.35,34798.8,36164.28,37847.88,34798.8,36478.21,41979.29,32847.6,37077.54,41979.29,28344,35608.47,34.36342307,0.451232972,-434.6183333,-222.575114,-212.0432194,37787.45869,34541.10131,0.352441658,97.14869841,0.218849863,68.00072726,83.39855754,0.089766958,35818.96
2006-09-27,35816.88,36114.03,35610.84,36105.64,0.8,2.58,0.41,5.03,-4.08,16.94,36105.64,34798.8,35305.24,37693.35,34798.8,36154.38,37847.88,34798.8,36457.18,41979.29,32847.6,37052.98,41979.29,28344,35629.15,29.0790554,0.444379804,-384.86,-257.0583333,-127.8016667,37776.74471,34532.01229,0.451482959,97.17368,0.220969847,68.77280497,84.13971751,0.089746597,36105.64
2006-09-28,36105.47,36486.99,36031.24,36486.19,1.05,4.75,0.31,4.74,-0.53,16.51,36486.19,34798.8,35636.46,37693.35,34798.8,36163.02,37847.88,34798.8,36458.98,41979.29,32847.6,37029.66,41979.29,28344,35649.58,28.07282201,0.422328109,-393.893141,-296.2756339,-97.61750712,37791.25996,34534.77304,0.582954172,97.24399467,0.22404846,71.90905186,88.05864753,0.090050202,36486.19
2006-09-29,36485.56,36570.33,36260.63,36449.4,-0.1,4.74,0.4,-0.1,-2.78,16.79,36486.19,34972.73,35966.58,37693.35,34798.8,36173.88,37847.88,34798.8,36457.59,41979.29,32847.6,37009.02,41979.29,28344,35670.29,26.48586651,0.497429757,-427.3346154,-343.5016097,-83.8330057,37717.52594,34630.22606,0.570244079,97.31794566,0.195355686,57.2383015,71.54167712,0.085346118,36449.4
2006-10-02,36450.33,37316.83,36450.33,37057.75,1.67,5.96,-0.73,1.17,-2.36,17.33,37057.75,35818.96,36383.59,37693.35,34798.8,36160.31,37847.88,34798.8,36473.52,41979.29,32847.6,36997.21,41979.29,28344,35691.93,23.26896489,0.517541441,-394.2628205,-376.555812,-17.70700855,37591.64201,34728.96999,0.780414918,97.32708715,0.201773366,63.30216894,78.23871577,0.079166145,37057.75
2006-10-03,37056.66,37056.66,36437.55,36437.55,-1.67,1.73,-2.39,-2.45,-5.89,14.38,37057.75,36105.64,36507.31,37367.96,34798.8,36097.52,37847.88,34798.8,36478.47,41979.29,32847.6,36985.01,41979.29,28344,35710.04,28.8493356,0.489543205,-374.3857692,-393.2548433,18.86907407,37412.61713,34782.41487,0.637854396,97.2070455,0.207950819,61.77385256,76.15591075,0.072863802,36437.55
2006-10-04,36441.32,37779.57,36441.32,37749.28,3.6,4.55,0.15,1.02,-2.71,20.67,37749.28,36437.55,36836.03,37749.28,34798.8,36116.58,37847.88,34798.8,36498.39,41979.29,32847.6,36979.36,41979.29,28344,35735.59,30.96023031,0.557793587,-324.4444872,-393.0756481,68.63116097,37609.21746,34623.94654,1,97.30438765,0.235484105,85.05312727,103.1899623,0.082656518,37749.28
2006-10-05,37750.37,38204.62,37623.87,37976.85,0.6,4.09,1.63,4.4,-2.76,25.9,37976.85,36437.55,37134.17,37976.85,34798.8,36179.93,37976.85,34798.8,36527.51,41979.29,32847.6,36978.48,41979.29,28344,35766.47,33.3166039,0.57061293,-214.1580128,-374.7425641,160.5845513,37872.71179,34487.15021,1,97.50854776,0.23597354,98.07355416,98.40602953,0.093575678,37976.85
2006-10-06,37975.93,37975.93,37492.59,37940.44,-0.1,4.09,3.35,3.85,-3.42,29.81,37976.85,36437.55,37432.37,37976.85,34798.8,36249.03,37976.85,34798.8,36570.62,41979.29,32847.6,36974.13,41979.29,28344,35800.91,36.68699343,0.617318211,-51.205,-333.2402422,282.0352422,38111.21556,34386.84244,0.988543289,97.72117747,0.235207599,94.10628366,94.51564259,0.10274408,37940.44
2006-10-09,37930.07,38626.23,37735.73,38406.37,1.23,3.64,5.05,6.38,-1.34,28.14,38406.37,36437.55,37702.1,38406.37,34798.8,36380.72,38406.37,34798.8,36621.56,41979.29,32847.6,36964.41,41979.29,28344,35834.25,36.42087928,0.644371288,205.3884615,-262.1283761,467.5168376,38460.8,34300.647,1,98.06174314,0.220573158,114.8494098,114.9141871,0.114350475,38406.37
2006-10-10,38411.03,38777.75,38406.93,38654.69,0.65,6.08,5.73,6.96,0.47,27.67,38654.69,37749.28,38145.53,38654.69,34798.8,36506.13,38654.69,34798.8,36684.7,41979.29,32847.6,36953.72,41979.29,28344,35867.36,35.58047463,0.698447454,489.7380128,-164.9508191,654.6888319,38816.44687,34195.80313,1,98.35912267,0.219395225,117.4493262,117.5157156,0.126571739,38654.69
2006-10-11,38651.94,38651.94,38090.57,38322.21,-0.86,1.52,7.13,4.84,1.11,25.18,38654.69,37940.44,38260.11,38654.69,34798.8,36594.75,38654.69,34798.8,36737.9,41979.29,32847.6,36941.62,41979.29,28344,35897.83,36.19029312,0.705080159,732.1594231,-39.83386752,771.9932906,39043.92671,34145.57329,0.913773474,98.54885377,0.2213222,101.2649527,101.2414067,0.133853993,38322.21
2006-10-12,38651.94,38651.94,38090.57,38322.21,-0.86,1.52,7.13,4.84,1.11,25.18,38654.69,37940.44,38260.11,38654.69,34798.8,36594.75,38654.69,34798.8,36737.9,41979.29,32847.6,36941.62,41979.29,28344,35897.83,42.1890627,0.663401638,878.7505128,105.2867023,773.4638105,39151.33146,34038.16854,0.913773474,98.49479695,0.216006792,97.89748453,107.792194,0.139723947,38322.21
2006-10-13,38327.9,39177.06,38327.9,38850.16,1.38,2.4,6.29,9.89,2.02,30.02,38850.16,37940.44,38434.77,38850.16,34798.8,36729.6,38850.16,34798.8,36772.31,41979.29,32847.6,36934.11,41979.29,28344,35933.28,43.21761533,0.679925508,1025.141667,262.998312,762.1433547,39444.56645,34014.64055,1,98.77700262,0.219068889,109.9567119,121.0920546,0.147835135,38850.16
2006-10-16,38851.93,39261.48,38672.44,39229.05,0.98,2.14,8.46,10.97,3.01,31.77,39229.05,38322.21,38692.5,39229.05,34798.8,36882.56,39229.05,34798.8,36828.68,41979.29,32847.6,36929.87,41979.29,28344,35970.67,40.41729993,0.657745915,1150.999103,432.4855199,718.5135826,39792.8136,33972.3054,1,99.06843867,0.219433443,106.2592453,117.0748336,0.157811938,39229.05
2006-10-17,39225.71,39225.71,38671.75,38899.55,-0.84,0.63,7.55,11.57,1.14,28.63,39229.05,38322.21,38791.13,39229.05,34798.8,37003.4,39229.05,34798.8,36885.17,41979.29,32847.6,36917.28,41979.29,28344,36004.89,45.67046156,0.65675166,1234.906346,605.7467236,629.1596225,39987.44086,34019.35514,0.925624965,99.26070578,0.21140212,112.177108,124.0679728,0.161284802,38899.55
2006-10-18,38897.98,39445.55,38556.71,38685.98,-0.55,0.95,6.04,10.12,-2.24,33.09,39229.05,38322.21,38797.39,39229.05,34798.8,37143.41,39229.05,34798.8,36926.19,41979.29,32847.6,36908.4,41979.29,28344,36042.91,48.29767533,0.673087645,1272.926026,770.9782835,501.9477422,40059.93456,34226.89144,0.877417753,99.48957071,0.196323927,130.42466,144.5966798,0.157041118,38685.98
2006-10-19,38687.85,38939.71,38560.83,38919.75,0.6,1.56,8.45,5.8,-2.55,32.85,39229.05,38685.98,38916.9,39229.05,34798.8,37329.57,39229.05,34798.8,36963.51,41979.29,32847.6,36896.37,41979.29,28344,36080.94,53.78069079,0.620162858,1388.620641,930.9589103,457.6617308,40086.12225,34573.01975,0.930184527,99.82646208,0.188011969,143.8754947,159.7868825,0.147687272,38919.75
2006-10-20,38919.26,38957.76,38440.21,38642.82,-0.71,-0.53,9.79,7.8,-2.85,36.34,39229.05,38642.82,38875.43,39229.05,34798.8,37520.21,39229.05,34798.8,36997.65,41979.29,32847.6,36876.59,41979.29,29133,36121.65,54.31592375,0.616585812,1367.323462,1060.062799,307.2606624,40005.18827,35035.22873,0.867675639,100.158143,0.192081015,142.0664766,157.7662424,0.132460872,38642.82
2006-10-23,38642.82,39226.76,38273.28,39226.76,1.51,-0.01,12.72,10.47,-1.38,34.45,39226.76,38642.82,38874.97,39229.05,34972.73,37741.61,39229.05,34798.8,37036.63,41979.29,32847.6,36862.48,41979.29,29133,36161.37,49.51819019,0.676510342,1353.912244,1156.082158,197.8300855,39958.80268,35524.41032,0.999461977,100.5524874,0.195144875,157.0876243,174.5943119,0.117493471,39226.76
2006-10-24,39498.98,39498.98,39498.98,39498.98,0.69,1.54,13.51,9.04,-0.63,32.39,39498.98,38642.82,38994.86,39498.98,35818.96,37967.92,39498.98,34798.8,37071.93,41979.29,32847.6,36850.17,41979.29,29133,36199.57,47.22503897,0.6070446,1367.782885,1226.706987,141.0758974,40062.16445,35873.67355,1,100.9232067,0.183210416,140.3520798,172.2572515,0.110316578,39498.98
2006-10-25,39498.98,39721.46,39341.34,39562.62,0.16,2.27,13.12,7.86,-0.44,34.12,39562.62,38642.82,39170.19,39562.62,36105.64,38155.1,39562.62,34798.8,37113.36,41979.29,32847.6,36834.72,41979.29,29133,36239.35,45.21628615,0.593271075,1322.716282,1276.036517,46.67976496,40125.67169,36184.53231,1,101.1709666,0.183183011,140.2188141,172.579574,0.103292592,39562.62
2006-10-26,39644.78,39644.78,39644.78,39644.78,0.21,1.86,10.68,8.34,-1.89,33.35,39644.78,38642.82,39315.19,39644.78,36437.55,38332.06,39644.78,34798.8,37160.12,41979.29,32847.6,36819.13,41979.29,29133,36278.54,42.55025557,0.524196774,1234.139551,1299.258504,-65.11895299,40205.97151,36458.14649,1,101.3736698,0.182020589,134.6512062,171.9052159,0.097772598,39644.78
2006-10-27,39328.47,39328.47,39328.47,39328.47,-0.8,1.77,8.93,6.62,-1.06,35,39644.78,39226.76,39452.32,39644.78,36437.55,38474.17,39644.78,34798.8,37193.98,41751.5,32847.6,36797.04,41979.29,29318,36318.84,42.00134434,0.504305673,1144.979167,1298.589623,-153.6104558,40140.25748,36808.08852,0.901375954,101.4746244,0.186266182,139.2349888,159.2327575,0.086607943,39328.47
2006-10-30,39327.28,39340.32,38681.44,38900.48,-1.09,-0.83,6.72,4.06,-3.62,32.68,39644.78,38900.48,39387.07,39644.78,36437.55,38596.73,39644.78,34798.8,37218.14,40847.07,32847.6,36773.28,41979.29,30194,36356.72,44.32099162,0.491925115,1035.41141,1276.423519,-241.0121083,40107.79638,37085.65762,0.767930582,101.5144981,0.186864615,106.8013338,121.7780874,0.078300389,38900.48
2006-10-31,38900.48,39262.78,38880.3,39262.78,0.93,-0.6,7.72,5.89,-2.73,30.04,39644.78,38900.48,39339.83,39644.78,36437.55,38706.98,39644.78,34798.8,37241.72,40222.88,32847.6,36760.08,41979.29,30218.88,36392.56,43.79913646,0.500198692,904.7944872,1235.520014,-330.7255271,39818.74018,37595.21682,0.880894105,101.5103652,0.173728522,127.6538446,146.4252003,0.057445025,39262.78
2006-11-01,39278.98,40102.71,39278.98,39930.05,1.7,0.93,9.55,8.39,-1.07,29.22,39930.05,38900.48,39413.31,39930.05,37749.28,38881.6,39930.05,34798.8,37278.93,39930.05,32847.6,36757.64,41979.29,30218.88,36428.25,38.31763834,0.529760115,805.0923077,1170.683533,-365.5912251,39986.71081,37776.49619,1,101.6452984,0.138037204,116.9458544,135.4937017,0.056844739,39930.05
2006-11-02,39278.98,40102.71,39278.98,39930.05,1.7,0.93,9.55,8.39,-1.07,29.22,39930.05,38900.48,39413.31,39930.05,37749.28,38881.6,39930.05,34798.8,37278.93,39930.05,32847.6,36757.64,41979.29,30218.88,36428.25,43.78948828,0.513727227,743.8746154,1101.411439,-357.5368234,39984.61395,37778.59305,1,101.3370087,0.137838086,128.0052837,115.4033948,0.056736881,39930.05
2006-11-03,39930.39,40482.35,39923.96,40435.18,1.27,2.81,10.97,7.97,-1.18,30.02,40435.18,38900.48,39571.39,40435.18,37940.44,39015.9,40435.18,34798.8,37326.17,40435.18,32847.6,36767.34,41979.29,30218.88,36487.24,47.03562272,0.525368317,737.7570513,1032.949751,-295.1926994,40173.52068,37858.27632,1,101.3419919,0.141609618,155.6716489,140.1023681,0.059341049,40435.18
2006-11-06,40436.77,41255.82,40436.77,41246.6,2.01,6.03,8.71,8.98,-0.41,33.54,41246.6,38900.48,39955.02,41246.6,37940.44,39179.39,41246.6,34798.8,37392.7,41246.6,32847.6,36782.59,41979.29,30218.88,36528.34,41.96945476,0.56317068,747.1535256,963.990933,-216.8374074,40623.31317,37735.45883,1,101.3953646,0.15035447,166.2879374,150.0345615,0.073708515,41246.6
2006-11-07,41246.6,41401.94,40862.92,41048.3,-0.48,4.55,8.19,8.89,-0.89,32.62,41246.6,39262.78,40384.58,41246.6,38322.21,39334.78,41246.6,34798.8,37454.27,41246.6,32847.6,36805.57,41979.29,30218.88,36568.41,40.23401667,0.566229449,794.1275,905.2588462,-111.1313462,40949.08164,37720.47636,0.932190987,101.4417544,0.152772679,147.0810424,132.9981363,0.082080168,41048.3
2006-11-08,41041.92,41344.69,40623.96,41334.23,0.7,3.52,8.95,9.93,-0.44,33.46,41334.23,39930.05,40798.87,41334.23,38322.21,39481.17,41334.23,34798.8,37527.44,41334.23,32847.6,36834.96,41979.29,30218.88,36609.53,33.38581026,0.569776899,781.4161538,854.9562464,-73.54009259,41230.66667,37731.67733,1,101.455214,0.146970242,159.1867899,143.7477422,0.088624252,41334.23
2006-11-09,41381.82,41812.64,40657.26,40815.48,-1.26,2.22,6.27,9.56,-2.77,33.1,41334.23,40435.18,40975.96,41334.23,38322.21,39589.21,41334.23,34798.8,37598.41,41334.23,32847.6,36860.65,41979.29,30218.88,36649.8,36.13975487,0.524990619,773.1937179,813.6467521,-40.45303419,41327.13879,37851.28421,0.827773388,101.363361,0.157643262,163.0682927,133.8341193,0.087798025,40815.48
2006-11-10,40815.07,40941.96,40322.26,40719.92,-0.23,0.7,5.34,9.01,-2.47,32.53,41334.23,40719.92,41032.91,41334.23,38642.82,39709.1,41334.23,34798.8,37655.48,41334.23,32847.6,36895.84,41979.29,30218.88,36689.47,34.43489181,0.550442275,764.1326923,783.5046724,-19.37198006,41462.51384,37955.68016,0.77175161,101.3159912,0.153689869,131.9241218,108.24822,0.088313106,40719.92
2006-11-13,40724.37,40724.37,40038.07,40605.78,-0.28,-1.55,4.52,9.91,0.95,33.09,41334.23,40605.78,40904.74,41334.23,38642.82,39796.88,41334.23,34798.8,37704.28,41334.23,32847.6,36933.3,41979.29,30218.88,36729.53,30.12429292,0.587605259,741.7029487,765.3833903,-23.6804416,41570.00428,38023.75172,0.729342612,101.2158919,0.15217008,111.9813401,92.26685994,0.089108813,40605.78
2006-11-14,40607.1,41342.28,40607.1,41290.7,1.69,0.59,6.28,12.95,2.65,36.64,41334.23,40605.78,40953.22,41334.23,38642.82,39899.96,41334.23,34798.8,37766.48,41334.23,32847.6,36979.13,41979.29,30218.88,36773.46,30.43197409,0.63550721,794.2863462,764.1827279,30.10361823,41729.92725,38069.99375,0.983826322,101.1563605,0.15602089,139.916905,115.5040023,0.091727747,41290.7
2006-11-15,40607.1,41342.28,40607.1,41290.7,1.69,0.59,6.28,12.95,2.65,36.64,41334.23,40605.78,40953.22,41334.23,38642.82,39899.96,41334.23,34798.8,37766.48,41334.23,32847.6,36979.13,41979.29,30218.88,36773.46,36.52237723,0.66498731,892.0863462,780.650698,111.4356481,41721.43821,38078.48279,0.983826322,100.8456125,0.153269794,154.6609296,100.0407472,0.091302231,41290.7
